,User,Date,Tweet Text,Compound,Positive,Neutral,Negative,Tweet Count
132,CBS,Mon Jun 11 02:11:03 +0000 2018,Harry Potter and the Cursed Child wins Best Play at the #TonyAwards! @HPPlayNYC https://t.co/WIqJQmtAlN,0.8908,0.491,0.509,0.0,133
133,CBS,Mon Jun 11 02:05:47 +0000 2018,🎶 “Let's dance this last dance tonight.” 🎶 #TonyAwards #DonnaSummerMusical https://t.co/UAIaglChfv,0.0,0.0,1.0,0.0,134
134,CBS,Mon Jun 11 02:03:31 +0000 2018,Hope he brought enough birthday cake for everyone! #TonyAwards https://t.co/FlLbKV6oj8,0.4926,0.262,0.738,0.0,135
135,CBS,Mon Jun 11 01:58:48 +0000 2018,@writerlindsayb You're welcome! #TonyAwards,0.5093,0.523,0.477,0.0,136
136,CBS,Mon Jun 11 01:53:17 +0000 2018,RT @hjmayer8: I sure do love @DearEvanHansen 💙 #TonyAwards,0.7579,0.565,0.435,0.0,137
137,CBS,Mon Jun 11 01:51:16 +0000 2018,"RT @Valerie4815: What a birthday present, the Tony audience singing happy birthday to you!! #TonyAwards",0.6467,0.248,0.752,0.0,138
138,CBS,Mon Jun 11 01:38:23 +0000 2018,If only this performance could go on forever. #TonyAwards @FrozenBroadway https://t.co/p2BMUvyTxr,0.0,0.0,1.0,0.0,139
139,CBS,Mon Jun 11 01:37:36 +0000 2018,RT @anna_villanueva: Magnificent performance from the cast of @FrozenBroadway! #TonyAwards2018 #TonyAwards #Tonys,0.636,0.276,0.724,0.0,140
140,CBS,Mon Jun 11 01:30:56 +0000 2018,Glenda Jackson wins Best Leading Actress in a Play. #TonyAwards @threetallwomen https://t.co/GRp1gcBuiW,0.8834,0.563,0.437,0.0,141
141,CBS,Mon Jun 11 01:29:21 +0000 2018,.@SaraBareilles is totally a Gryffindor. #TonyAwards https://t.co/OPQ7esk2dn,0.0,0.0,1.0,0.0,142
142,CBS,Mon Jun 11 01:26:03 +0000 2018,RT @IzzyNY202: How impressive are these Marjory Stoneman Douglas students? That #TonyAwards performance reduced me to tears. Amazing.,0.7351,0.296,0.625,0.079,143
143,CBS,Mon Jun 11 01:25:59 +0000 2018,RT @KatLargent: MAGIC #TonyAwards,0.0,0.0,1.0,0.0,144
144,CBS,Mon Jun 11 01:24:46 +0000 2018,Such a touching moment at the #TonyAwards. ❤️ https://t.co/4kJWTHVPZ8,0.0,0.0,1.0,0.0,145
145,CBS,Mon Jun 11 01:24:12 +0000 2018,.@Matt_Morrison welcomes the Marjory Stoneman Douglas High School theatre department to the stage. #TonyAwards https://t.co/5dxa9smeka,0.4019,0.162,0.838,0.0,146
146,CBS,Mon Jun 11 01:19:59 +0000 2018,So many feels at the #TonyAwards. Congratulations to @arielstachel for winning Best Featured Actor in a Musical!… https://t.co/m1aRNIHPRK,0.9151,0.457,0.543,0.0,147
147,CBS,Mon Jun 11 01:12:31 +0000 2018,RT @McBenefit: I love everything about you @UzoAduba. #TonyAwards,0.6369,0.375,0.625,0.0,148
148,CBS,Mon Jun 11 01:08:28 +0000 2018,RT if that musical number by the cast of Carousel blew you away! #TonyAwards https://t.co/CMzMNtcAQO,0.1511,0.102,0.898,0.0,149
149,CBS,Mon Jun 11 01:08:24 +0000 2018,Nathan Lane saw his #AngelsinAmerica role as a challenge. How will you challenge yourself in 2018? #TonyAwards https://t.co/3WXd6AqgBi,0.1531,0.148,0.852,0.0,150
150,CBS,Mon Jun 11 01:02:47 +0000 2018,Nathan Lane wins Best Featured Actor in a Play. #TonyAwards @angelsbway https://t.co/xc8M7JtLDE,0.8834,0.563,0.437,0.0,151
151,CBS,Mon Jun 11 00:58:06 +0000 2018,🌟 @joshgroban and @SaraBareilles are Host Goals. 🌟 #TonyAwards https://t.co/OGQec8cXJ6,0.0,0.0,1.0,0.0,152
152,CBS,Mon Jun 11 00:52:34 +0000 2018,RT @adub369: This is unbelievable! @SaraBareilles and @joshgroban #TonyAwards,0.2714,0.207,0.793,0.0,153
153,CBS,Mon Jun 11 00:51:11 +0000 2018,Who lives in a pineapple and just performed at The Tonys? 🍍🎶 The cast of SpongeBob SquarePants: The Musical!… https://t.co/mvFxdh9UJi,0.0,0.0,1.0,0.0,154
154,CBS,Mon Jun 11 00:50:18 +0000 2018,✨ @LindsayMendez wins Best Featured Actress in a Musical! #TonyAwards @carouselbway https://t.co/MtgFowscN5,0.8478,0.506,0.494,0.0,155
155,CBS,Mon Jun 11 00:45:14 +0000 2018,A big congratulations to @springsteen for his Special Tony award! ✨ #TonyAwards https://t.co/i16u8uv9aT,0.8858,0.565,0.435,0.0,156
156,CBS,Mon Jun 11 00:44:36 +0000 2018,Can the 73rd annual #TonyAwards just be three-hours of @TitussBurgess? https://t.co/3rCZwwTUtv,0.0,0.0,1.0,0.0,157
157,CBS,Mon Jun 11 00:35:41 +0000 2018,"RT @CBSThisMorning: ""We know there are a lot of you out there who have photos of yourself in school plays or community theater."" Post your…",0.25,0.08,0.92,0.0,158
158,CBS,Mon Jun 11 00:34:45 +0000 2018,Keep your acceptance speeches short or else the #TonyAwards will get the angels involved. #AngelsInAmerica 👼 https://t.co/oznhezRzDc,0.4588,0.167,0.833,0.0,159
159,CBS,Mon Jun 11 00:31:28 +0000 2018,"If you haven't started singing, you will be the rest of the night. #TonyAwards #MyFairLady https://t.co/jbGXwnru8N",0.0,0.0,1.0,0.0,160
160,CBS,Mon Jun 11 00:27:42 +0000 2018,RT @marialena_rago: I like this opener for @MyFairLadyBway #TonyAwards,0.3612,0.263,0.737,0.0,161
161,CBS,Mon Jun 11 00:27:00 +0000 2018,Laurie Metcalf wins Best Featured Actress in a Play! #TonyAwards @threetallwomen https://t.co/y4teyJaRPs,0.8908,0.57,0.43,0.0,162
162,CBS,Mon Jun 11 00:24:31 +0000 2018,Tina Fey has a boat?? #MeanGirls #TonyAwards https://t.co/phYxmHMd3d,0.0,0.0,1.0,0.0,163
163,CBS,Mon Jun 11 00:22:15 +0000 2018,Representing the hardest-working men and women in Broadway… ensemble members from every nominated musical tonight!… https://t.co/imlEEnOUla,0.0,0.0,1.0,0.0,164
164,CBS,Mon Jun 11 00:22:15 +0000 2018,RT @misschae: I love theatre so much. #TonyAwards,0.6369,0.412,0.588,0.0,165
165,CBS,Mon Jun 11 00:18:16 +0000 2018,On Wednesdays they wear pink and on Sundays they perform at the #TonyAwards. 💕 Who thought that performance by the… https://t.co/w7QDkaX6kF,0.0,0.0,1.0,0.0,166
166,CBS,Mon Jun 11 00:13:27 +0000 2018,"RT @MichaelJMoritz: ""We are all made perfectly and we all belong” - Andrew Garfield #TonyAwards",0.6369,0.244,0.756,0.0,167
167,CBS,Mon Jun 11 00:12:31 +0000 2018,Andrew Garfield wins Best Leading Actor in a Play. #TonyAwards @angelsbway https://t.co/s2VQnw6IPP,0.8834,0.563,0.437,0.0,168
168,CBS,Mon Jun 11 00:06:39 +0000 2018,"RT @nightingalen: Love this opening song! @joshgroban
@SaraBarreilles 
#TonyAwards",0.6696,0.36,0.64,0.0,169
169,CBS,Mon Jun 11 00:04:15 +0000 2018,✨ @joshgroban and @SaraBareilles take the stage to begin an unforgettable evening. #TonyAwards https://t.co/y9uzlK2DzO,0.0,0.0,1.0,0.0,170
170,CBS,Sun Jun 10 23:59:00 +0000 2018,Grab your popcorn... it's time for the #TonyAwards! Go and stream the entire show now: https://t.co/Wo1algQHix https://t.co/JGYTk4NPDN,0.0,0.0,1.0,0.0,171
171,CBS,Sun Jun 10 23:18:15 +0000 2018,✨ @thegoodfight's Christine Baranski has arrived on the #TonyAwards red carpet! Watch LIVE at 8/7c on CBS! https://t.co/XnXAnPtRrc,0.0,0.0,1.0,0.0,172
172,CBS,Sun Jun 10 22:01:25 +0000 2018,"The hosts have arrived! We're LIVE with @SaraBareilles, @joshgroban and more on the #TonyAwards red carpet hosted b… https://t.co/NtarbgywLe",0.0,0.0,1.0,0.0,173
173,CBS,Sun Jun 10 15:00:01 +0000 2018,Tonight's the night! Join @etnow's @DDirecto on the #TonyAwards' red carpet starting at 5PM ET! https://t.co/hZLOSiIRAT,0.4184,0.157,0.843,0.0,174
174,CBS,Sat Jun 09 21:00:02 +0000 2018,These two know a thing or two about awards! Watch them light up the stage tomorrow at the #TonyAwards. ✨ https://t.co/KHVZp65oLS,0.5093,0.155,0.845,0.0,175
175,CBS,Sat Jun 09 16:00:00 +0000 2018,Here's everything you need to know before watching the #TonyAwards this Sunday at 8/7c: https://t.co/jcRgNGmLUZ https://t.co/8suUhVPFK6,0.0,0.0,1.0,0.0,176
176,CBS,Fri Jun 08 19:46:17 +0000 2018,Join @etnow's @DDirecto this Sunday on the #TonyAwards' red carpet. https://t.co/7jS8g10KmY,0.296,0.18,0.82,0.0,177
177,CBS,Fri Jun 08 15:00:03 +0000 2018,Here's @laChanze with a reminder that you can stream the #TonyAwards this Sunday on CBS All Access! https://t.co/8TDEXzKmyQ,0.0,0.0,1.0,0.0,178
178,CBS,Fri Jun 08 13:58:15 +0000 2018,"We all get by with a little help from our friends, so what better way to celebrate #NationalBestFriendsDay than to… https://t.co/pIZezbBwaT",0.9078,0.436,0.564,0.0,179
179,CBS,Thu Jun 07 17:03:26 +0000 2018,"Get ready for show-stopping performances by the casts of the 2018 Tony-nominated shows Mean Girls, SpongeBob Square… https://t.co/NiSx9Bbw0F",0.3612,0.128,0.872,0.0,180
180,CBS,Wed Jun 06 21:00:24 +0000 2018,Don’t miss a special performance from @springsteen this Sunday at the #TonyAwards: https://t.co/LYYdleaFwU https://t.co/IKkKoITH9y,0.2732,0.176,0.719,0.105,181
181,CBS,Wed Jun 06 00:08:30 +0000 2018,"RT @CBSThisMorning: .@SaraBareilles and @joshgroban are hosting this Sunday's @TheTonyAwards on @CBS! 

Wednesday, they'll join us LIVE on…",0.3595,0.128,0.872,0.0,182
182,CBS,Tue Jun 05 22:23:35 +0000 2018,"RT @SU2C: SU2C telecast Co-Executive Producer Bradley Cooper sits down with Mitch Carbon, a pediatric cancer survivor who benefited from #S…",-0.4404,0.1,0.723,0.177,183
183,CBS,Tue Jun 05 22:12:28 +0000 2018,RT @StrangeAngel: About last night... The #StrangeAngel screening party was a blast! Pun intended. 🚀😏 https://t.co/m64EcNmweY,0.4574,0.176,0.824,0.0,184
184,CBS,Tue Jun 05 19:00:02 +0000 2018,These CBS stars can really belt it out! Find out which celebs from your favorite shows are pitch-perfect:… https://t.co/X4zMACFazB,0.5093,0.155,0.845,0.0,185
185,CBS,Tue Jun 05 15:04:41 +0000 2018,"More stars are set to appear at the #TonyAwards, including @billyjoel, @amyschumer, and @katharinemcphee. See who e… https://t.co/lPUocBcn9t",0.0,0.0,1.0,0.0,186
186,CBS,Mon Jun 04 17:00:00 +0000 2018,"The #TonyAwards are just days away, and @joshgroban and @SaraBareilles will bring all they've got to Broadway's Big… https://t.co/eKkWn6ClSq",0.0,0.0,1.0,0.0,187
187,CBS,Fri Jun 01 17:39:17 +0000 2018,"Call us old-fashioned, but we donut want you missing out on #NationalDonutDay! Here are a few treats from us to you… https://t.co/HpzN8bQ3SO",-0.3903,0.062,0.807,0.131,188
188,CBS,Fri Jun 01 17:00:03 +0000 2018,Remember @Lin_Manuel’s beautiful sonnet from the 70th Annual Tony Awards®? Relive some of the greatest moments in… https://t.co/IZjeQLd58C,0.8442,0.336,0.664,0.0,189
189,CBS,Thu May 31 23:50:00 +0000 2018,"Good friends @joshgroban and @SaraBareilles are hosting the #TonyAwards together? Well, this is bound to be fun! https://t.co/26Vgzp0s2e",0.8932,0.455,0.545,0.0,190
190,CBS,Wed May 30 15:07:34 +0000 2018,"The #TonyAwards just got even better because @UzoAduba, @MattBomer, and more stars will be presenting live! Find ou… https://t.co/hfFBtWo1T9",0.4926,0.151,0.849,0.0,191
191,CBS,Mon May 28 21:00:01 +0000 2018,"Mark your calendars. @SalvationCBS returns Monday, June 25 at 9/8c! ☄️ https://t.co/N9pYuhYLRF",0.0,0.0,1.0,0.0,192
192,CBS,Mon May 28 02:08:19 +0000 2018,RT @thegoodfight: All episodes of season 2 are now available. Stream #TheGoodFight on CBS All Access: https://t.co/k3tn8kR9KC https://t.co/…,0.0,0.0,1.0,0.0,193
193,CBS,Wed May 23 23:07:38 +0000 2018,Get the popcorn ready! 🍿  It's going to be an unforgettable @survivorcbs finale. Make sure to tune in TONIGHT at 8/… https://t.co/vp0JyqfXMQ,0.6239,0.211,0.789,0.0,194
194,CBS,Wed May 23 19:02:43 +0000 2018,"RT @StrangeAngel: Every brilliant mind has a dark side. #StrangeAngel launches June 14, only on CBS All Access. https://t.co/y0MZg1BzEB htt…",0.5859,0.174,0.826,0.0,195
195,CBS,Tue May 22 23:19:40 +0000 2018,Prepare yourself. The @NCIS_CBS season finale is unlike any other. Don't miss it TONIGHT at 8/7c. https://t.co/MOH6uiFc0C,0.1139,0.083,0.917,0.0,196
196,CBS,Tue May 22 20:02:22 +0000 2018,"Summer heats up with @CBSBigBrother, @SalvationCBS, and the brand-new competition series @TKOCBS. Find out when you… https://t.co/DxE7OnKs17",0.0,0.0,1.0,0.0,197
197,CBS,Mon May 21 23:00:01 +0000 2018,Who’s going to be watching the season finale of @ManWithAPlan tonight? RT if you'll be tuning in at 8:30/7:30c! https://t.co/ARLRtVuGuc,0.0,0.0,1.0,0.0,198
198,CBS,Sun May 20 20:00:00 +0000 2018,The season finale of @MadamSecretary will leave you speechless! Make sure to tune in tonight at 10/9c. https://t.co/hqxkLZsWpl,0.3382,0.131,0.808,0.061,199
199,CBS,Sun May 20 17:00:01 +0000 2018,The @NCISLA season finale is going to be a wild ride. Don't miss all of the action starting TONIGHT at 8/7c! https://t.co/PNtUuVf9VQ,0.1867,0.08,0.92,0.0,200
200,CNN,Wed Jun 27 17:23:43 +0000 2018,"A funeral was held for Junior Guzman-Feliz, a 15-year-old killed in a gang stabbing in New York last week that has… https://t.co/HADmIUGcnh",-0.7906,0.0,0.708,0.292,201
201,CNN,Wed Jun 27 17:09:19 +0000 2018,What does America's falling birth rate mean for the economy? Just look at Arizona https://t.co/Oy7GT3RhoB https://t.co/xE4NFTGRLL,-0.1531,0.0,0.904,0.096,202
202,CNN,Wed Jun 27 16:54:10 +0000 2018,"In a six-day span, only six children were reunited with their families after being separated at the US border. More… https://t.co/zEFZtN4Gg4",0.0,0.0,1.0,0.0,203
203,CNN,Wed Jun 27 16:41:01 +0000 2018,"A federal grand jury indicted the suspect behind last summer's deadly vehicle incident in Charlottesville, Virginia… https://t.co/B9BJhAMrU3",0.2023,0.156,0.729,0.115,204
204,CNN,Wed Jun 27 16:29:53 +0000 2018,"BREAKING: Joe Jackson, the patriarch who launched the Jackson family dynasty, has died, a source close to the famil… https://t.co/WefGb7Q7gb",-0.4767,0.068,0.769,0.163,205
205,CNN,Wed Jun 27 16:23:30 +0000 2018,"President Trump is speaking at a White House event after the Supreme Court's union ruling 

Watch live: https://t.co/T3E0vuOqsj",0.5574,0.184,0.816,0.0,206
206,CNN,Wed Jun 27 16:14:31 +0000 2018,Changes to a 16th-century polychrome statue of San Jorge (St George) provoked anger among some art experts and inev… https://t.co/gj2iwiHKxA,-0.7003,0.0,0.746,0.254,207
207,CNN,Wed Jun 27 16:00:24 +0000 2018,"A 6-year-old's lemonade stand helped raise $13,000 for separated migrant families https://t.co/UjkonfhV3X https://t.co/gV1W52XK3y",0.0,0.0,1.0,0.0,208
208,CNN,Wed Jun 27 15:47:55 +0000 2018,"Senate Majority Leader Mitch McConnell says the win by Alexandria Ocasio-Cortez, a 28-year-old running her first ca… https://t.co/OZDGwAhTJe",0.5859,0.192,0.808,0.0,209
209,CNN,Wed Jun 27 15:36:21 +0000 2018,"A judge denied rapper Meek Mill's petition for a new trial, despite the district attorney's office recommending tha… https://t.co/BFQhWcfekN",-0.4404,0.0,0.847,0.153,210
210,CNN,Wed Jun 27 15:24:45 +0000 2018,"The Smithsonian has unveiled a design for the National Native American Veterans Memorial, which will be placed on t… https://t.co/dCwD3oAtJ7",0.0,0.0,1.0,0.0,211
211,CNN,Wed Jun 27 15:14:06 +0000 2018,Facebook has abandoned an ambitious plan to design and produce its own drones. https://t.co/OsmYnonbis,0.0258,0.171,0.663,0.166,212
212,CNN,Wed Jun 27 15:02:32 +0000 2018,Former government contractor Reality Winner pleads guilty to leaking classified material https://t.co/xPDaOkB47K https://t.co/V4FIWATsB2,0.25,0.216,0.625,0.159,213
213,CNN,Wed Jun 27 14:55:00 +0000 2018,"""We are committing human rights abuses on this border in separating children from their families,"" says New York co… https://t.co/0JsvHEAZXn",-0.5106,0.057,0.786,0.157,214
214,CNN,Wed Jun 27 14:50:11 +0000 2018,White House press secretary Sarah Sanders is expected to receive Secret Service protection https://t.co/J9L7pDzbIs https://t.co/kF76b1GP2b,0.0,0.0,1.0,0.0,215
215,CNN,Wed Jun 27 14:38:04 +0000 2018,The Virginia restaurant owner who asked White House press secretary Sarah Sanders to leave has resigned from the to… https://t.co/LlHIYmjiGB,-0.296,0.0,0.849,0.151,216
216,CNN,Wed Jun 27 14:26:52 +0000 2018,Alexandria Ocasio-Cortez's win will likely make her the youngest person in Congress in 2019 https://t.co/pMUjLQSfR6 https://t.co/zMoh38VPDb,0.5859,0.202,0.798,0.0,217
217,CNN,Wed Jun 27 14:14:58 +0000 2018,JUST IN: The Supreme Court deals a major blow to public-sector unions in a case that could shake their financial st… https://t.co/WesRgtLab3,0.4404,0.155,0.773,0.073,218
218,CNN,Wed Jun 27 13:53:38 +0000 2018,The restaurant owner who asked Sarah Sanders to leave has resigned from the top post of a local business group https://t.co/etysLMTrW7,-0.1027,0.082,0.773,0.145,219
219,CNN,Wed Jun 27 13:37:41 +0000 2018,A Japanese spacecraft has reached a diamond-shaped asteroid three years after setting off on its mission to learn a… https://t.co/U0XVLYP4pB,0.1027,0.076,0.924,0.0,220
220,CNN,Wed Jun 27 13:26:12 +0000 2018,"""We are committing human rights abuses on this border in separating children from their families,"" says New York co… https://t.co/9OTv5cGPUg",-0.5106,0.057,0.786,0.157,221
221,CNN,Wed Jun 27 13:18:39 +0000 2018,RT @CNNPolitics: Alexandria Ocasio-Cortez will not say if she would support Nancy Pelosi for speaker if she wins in November and Democrats…,0.7506,0.242,0.758,0.0,222
222,CNN,Wed Jun 27 13:13:57 +0000 2018,"RT @CNNPolitics: ""We won because we organized. We won because I think we had a very clear, winning message and we took that message to door…",0.9322,0.411,0.589,0.0,223
223,CNN,Wed Jun 27 13:13:49 +0000 2018,New York Democrat Alexandria Ocasio-Cortez discusses her primary night win. Watch live: https://t.co/vhkaPaA3uB https://t.co/lYNj8K8WhK,0.5859,0.226,0.774,0.0,224
224,CNN,Wed Jun 27 13:00:47 +0000 2018,What Alexandria Ocasio-Cortez's victory says about the Democratic Party and 2020 | Analysis by Harry Enten… https://t.co/pnoOjHEmb3,0.4019,0.153,0.847,0.0,225
225,CNN,Wed Jun 27 12:45:06 +0000 2018,"JUST IN: A Pittsburgh-area officer has been charged with criminal homicide in the death of Antwon Rose, an unarmed… https://t.co/rVPbXFSYLP",-0.8442,0.0,0.637,0.363,226
226,CNN,Wed Jun 27 12:37:24 +0000 2018,"On the Mexico border, Latino Republicans back President Trump's immigration plans https://t.co/M0cK75CTAv https://t.co/4KaNigqwhb",0.0,0.0,1.0,0.0,227
227,CNN,Wed Jun 27 12:25:32 +0000 2018,JUST IN: White House decides against outright limits on Chinese investment https://t.co/MqMrx3PyoJ https://t.co/vdhUECfX8v,0.0,0.0,1.0,0.0,228
228,CNN,Wed Jun 27 12:14:08 +0000 2018,"Mars is often referred to as the Red Planet, but pictures from one of NASA's orbiters showed what appeared to be a… https://t.co/9KBq3JSYch",0.0,0.0,1.0,0.0,229
229,CNN,Wed Jun 27 12:02:17 +0000 2018,A mother has shot a man who flew from New Zealand to the US to confront her 14-year-old daughter whom he had met on… https://t.co/IBRznGQjVE,-0.1779,0.0,0.928,0.072,230
230,CNN,Wed Jun 27 11:50:59 +0000 2018,"A piece of chewing gum, a bottle of water and new DNA technology may have just solved a teacher's murder… https://t.co/mZz14hTK6f",0.2732,0.11,0.89,0.0,231
231,CNN,Wed Jun 27 11:39:58 +0000 2018,"Galvanized by the issue of teachers pay and school funding, Oklahoma teachers marched and protested in the state Ca… https://t.co/hZy59EsrpY",-0.2263,0.0,0.861,0.139,232
232,CNN,Wed Jun 27 11:29:26 +0000 2018,A fire raging in northern England has prompted the evacuation of dozens of homes and forced firefighters to work in… https://t.co/UUW42Sxcz3,-0.8316,0.0,0.659,0.341,233
233,CNN,Wed Jun 27 11:17:04 +0000 2018,US President Donald Trump's national security adviser John Bolton will meet Russian President Vladimir Putin during… https://t.co/jw627xJ1i3,0.34,0.13,0.87,0.0,234
234,CNN,Wed Jun 27 11:08:42 +0000 2018,"A British heterosexual couple who objected to the ""patriarchal"" institution of marriage have won a legal claim for… https://t.co/RhJZs9Z514",0.6369,0.257,0.743,0.0,235
235,CNN,Wed Jun 27 10:53:01 +0000 2018,"If a progressive war against the Democratic establishment is coming, Tuesday's primaries were the first shots fired https://t.co/SPDWqYPGM5",-0.8176,0.0,0.667,0.333,236
236,CNN,Wed Jun 27 10:49:50 +0000 2018,US companies operating in China are likely to find themselves in the firing line as the trade fight between Washing… https://t.co/lQSvlqDtS8,-0.6124,0.0,0.792,0.208,237
237,CNN,Wed Jun 27 10:39:04 +0000 2018,Football legend Diego Maradona has reassured fans that he is fine after he was treated by doctors during Argentina'… https://t.co/n9BL7HWXy3,0.5423,0.2,0.8,0.0,238
238,CNN,Wed Jun 27 10:24:24 +0000 2018,US Secretary Defense James Mattis met with Chinese President Xi Jinping inside the Great Hall of the People in Beij… https://t.co/Cy7Eo2ikbv,0.6808,0.228,0.772,0.0,239
239,CNN,Wed Jun 27 10:05:55 +0000 2018,"She is only ranked 183rd in the world, but Serena Williams has been seeded 25th for next week's Wimbledon Champions… https://t.co/oZGjkfYyca",0.0,0.0,1.0,0.0,240
240,CNN,Wed Jun 27 09:55:06 +0000 2018,"Cave rescuers are ""working around the clock"" to try and locate a group of missing teenage soccer players and their… https://t.co/r4GDBZ1hm1",-0.296,0.0,0.896,0.104,241
241,CNN,Wed Jun 27 09:39:16 +0000 2018,"This is the moment Alexandria Ocasio-Cortez, a 28-year-old Latina running her first campaign, discovered she had ou… https://t.co/UaTHY1RP3P",0.0,0.0,1.0,0.0,242
242,CNN,Wed Jun 27 09:01:00 +0000 2018,"In Utah, 2012 Republican presidential nominee Mitt Romney won the Senate primary and is now poised to cruise to ele… https://t.co/Ah9X2iQRKq",0.6908,0.231,0.769,0.0,243
243,CNN,Wed Jun 27 08:47:22 +0000 2018,What it's like in the 7 countries on Trump's travel ban list https://t.co/h8rOqzGYEd https://t.co/FQy0qLkZVq,-0.2732,0.146,0.643,0.211,244
244,CNN,Wed Jun 27 08:16:52 +0000 2018,"From the brink of defeat and a humiliating World Cup exit, Argentina survive and live on at Russia 2018… https://t.co/jNDeYp8vWs",-0.6369,0.0,0.766,0.234,245
245,CNN,Wed Jun 27 07:57:06 +0000 2018,Alexandria Ocasio-Cortez's win on Tuesday caps off a remarkable ascent -- which will likely make her the youngest p… https://t.co/QNWF6Wa0W7,0.8126,0.303,0.697,0.0,246
246,CNN,Wed Jun 27 07:41:07 +0000 2018,A mother has shot a man who flew from New Zealand to the US to confront her 14-year-old daughter whom he had met on… https://t.co/CW3exdNZ4W,-0.1779,0.0,0.928,0.072,247
247,CNN,Wed Jun 27 07:32:57 +0000 2018,Trump plots controversial Putin meeting and leaves NATO allies guessing https://t.co/f7d4Kag4nD https://t.co/mOC6nzJyz4,-0.2023,0.0,0.859,0.141,248
248,CNN,Wed Jun 27 07:30:11 +0000 2018,"Blast at Texas hospital campus kills at least 1, injures others https://t.co/7K1fKPrQ1O https://t.co/uwjXiSzMNJ",-0.5423,0.0,0.774,0.226,249
249,CNN,Wed Jun 27 07:16:06 +0000 2018,Facebook has abandoned an ambitious plan to design and produce its own drones. https://t.co/BqNqIN4po3,0.0258,0.171,0.663,0.166,250
250,CNN,Wed Jun 27 07:15:08 +0000 2018,Heat-resistant corals in the Middle East could save the world's dying reefs https://t.co/ZVgjqFSSXH https://t.co/Gqu6uqRWGO,0.4939,0.198,0.802,0.0,251
251,CNN,Wed Jun 27 07:09:04 +0000 2018,"Luxury handbags, jewelry, cash and goods seized from six properties linked to former Malaysian Prime Minister Najib… https://t.co/sx5qNtjGEu",0.0,0.0,1.0,0.0,252
252,CNN,Wed Jun 27 07:06:46 +0000 2018,"Oklahomans voted in favor of legalizing medicinal marijuana on Tuesday, with 56.8% approving the measure, according… https://t.co/tDBivnKfjn",0.4019,0.144,0.856,0.0,253
253,CNN,Wed Jun 27 07:00:08 +0000 2018,Washington and Silicon Valley aren't working together to combat Russian trolls https://t.co/mitPJu2n91 https://t.co/64TjwRuCwx,-0.34,0.0,0.833,0.167,254
254,CNN,Wed Jun 27 06:58:06 +0000 2018,"Mars is often referred to as the Red Planet, but pictures from one of NASA's orbiters showed what appeared to be a… https://t.co/9UNhww49hm",0.0,0.0,1.0,0.0,255
255,CNN,Wed Jun 27 06:53:02 +0000 2018,“This is about the kind of leaders the Democratic Party will have after 2018. In short: Ocasio-Cortez’s victory is… https://t.co/OeRlqaAhLQ,0.4019,0.124,0.876,0.0,256
256,CNN,Wed Jun 27 06:47:21 +0000 2018,"""I'm real emotional. ... It's still heartbreaking.""
""I was excited. This is another win for America.""

This is how… https://t.co/3cbGfwpjU3",0.7783,0.315,0.685,0.0,257
257,CNN,Wed Jun 27 06:30:13 +0000 2018,Flyers were placed on vehicles outside a sheriff's office. One tested positive for traces of a deadly opioid.… https://t.co/LKKg0MG8Dh,0.5574,0.184,0.816,0.0,258
258,CNN,Wed Jun 27 06:24:48 +0000 2018,"Alexandria Ocasio-Cortez, a 28-year-old Latina running her first campaign, ousts 10-term incumbent Rep. Joe Crowley… https://t.co/ZIvOjBiqVl",0.0,0.0,1.0,0.0,259
259,CNN,Wed Jun 27 06:15:04 +0000 2018,Does Nancy Pelosi have the votes? https://t.co/ZZKkCujDNJ | Analysis by Chris Cillizza https://t.co/inaDQy3885,0.0,0.0,1.0,0.0,260
260,CNN,Wed Jun 27 06:00:12 +0000 2018,"On the Mexico border, Latino Republicans back President Trump's immigration plans https://t.co/ix0mLBED4R https://t.co/w2q0MaSeND",0.0,0.0,1.0,0.0,261
261,CNN,Wed Jun 27 05:45:00 +0000 2018,"Aston Martin brings back the Superleggera as a powerful new $300,000 supercar https://t.co/9nesdQE6WF https://t.co/keJBrqhdbX",0.4215,0.189,0.811,0.0,262
262,CNN,Wed Jun 27 05:30:06 +0000 2018,"Elaine Chao confronts protestors outside DC event: ""Why don't you leave my husband alone?"" https://t.co/uuQUss9ETs https://t.co/3JjkfVfReu",-0.1906,0.067,0.821,0.111,263
263,CNN,Wed Jun 27 05:15:00 +0000 2018,Trump vs. Harley-Davidson: The president is doing a 180 on the American motorcycle company and claiming it’s using… https://t.co/1FZ4XDGUOL,0.0,0.0,1.0,0.0,264
264,CNN,Wed Jun 27 05:00:09 +0000 2018,Former government contractor Reality Winner pleads guilty to leaking classified material https://t.co/jAxbv42ADv https://t.co/77kSqMdnww,0.25,0.216,0.625,0.159,265
265,CNN,Wed Jun 27 04:45:00 +0000 2018,"The new $300,000 Aston Martin Superleggera is the most powerful regular production car the company has ever offered… https://t.co/b7o2jDp8e7",0.4754,0.147,0.853,0.0,266
266,CNN,Wed Jun 27 04:30:08 +0000 2018,Border city mayor pushes back on President Trump's claims of immigration crisis https://t.co/U9M4ISnm0c https://t.co/PQ95lqNok2,-0.6249,0.0,0.76,0.24,267
